Course Code,Course Name,Course Instructor,Parsed Course Name
2198-80412,Fa19-EC-113603-01-Urban Economics,"Hardman, Anna",Urban Economics
2198-80413,Fa19-EC-113913-01-Topics In Economic Devel,"McMillan, Margaret",Topics In Economic Devel
2198-80414,Fa19-EC-114282-01-Income Inequality,"Setren, Elizabeth",Income Inequality
2198-80415,Fa19-EC-139530-01-Economics of Sports,"Downes, Thomas",Economics of Sports
2198-80416,Fa19-EC-114502-01-Financial Economics,"Kutsoati, Edward",Financial Economics
2198-80417,Fa19-EC-114502-02-Financial Economics,"Richards, Daniel",Financial Economics
2198-80418,Fa19-EC-114675-01-Monetary Economics,"McHugh, Christopher",Monetary Economics
2198-80420,Fa19-EC-140437-01-Topics Finance & Entrepeneur,"Manos, Christopher",Topics Finance & Entrepeneur
2198-80422,Fa19-EC-115110-01-International Trade,"Brown, Drusilla",International Trade
2198-80423,Fa19-EC-115154-01-International Finance,"Kimelman, Nancy",International Finance
2198-80424,Fa19-EC-115154-02-International Finance,"Bethune, Brian",International Finance
2198-80425,Fa19-EC-115705-01-Industrial Organization,"Menegotto, Deborah",Industrial Organization
2198-80426,Fa19-EC-116101-01-Ec Of Man & Strategy,"Forbes, Silke",Ec Of Man & Strategy
2198-80427,Fa19-EC-118397-01-Advanced Seminar Econ,"Chakravorty, Ujjayant",Advanced Seminar Econ
2198-80428,Fa19-EC-109865-01-Senior Honors Thesis A,"Bianconi, Marcelo; Brown, Drusilla; Chakravorty, Ujjayant; Downes, Thomas; Emerick, Kyle; Esposito, Federico; Finkelstein Shapiro, Alan; Forbes, Silke; Gee, Laura; Hardman, Anna; Ioannides, Yannis; Kinnan, Cynthia; Kutsoati, Edward; McInerney, Melissa; McMillan, Margaret; Metcalf, Gilbert; Pepall, Lynne; Richards, Daniel; Setren, Elizabeth; Spolaore, Enrico; Storeygard, Adam; Zabel, Jeffrey",Senior Honors Thesis A
2198-80429,Fa19-EC-109916-01-Sr Thesis Research Sem,"Emerick, Kyle",Sr Thesis Research Sem
2198-80430,Fa19-EC-109928-01-Senior Thesis,"Bianconi, Marcelo; Brown, Drusilla; Chakravorty, Ujjayant; Downes, Thomas; Emerick, Kyle; Esposito, Federico; Finkelstein Shapiro, Alan; Forbes, Silke; Gee, Laura; Hardman, Anna; Ioannides, Yannis; Kinnan, Cynthia; Kutsoati, Edward; McInerney, Melissa; McMillan, Margaret; Metcalf, Gilbert; Pepall, Lynne; Richards, Daniel; Setren, Elizabeth; Spolaore, Enrico; Storeygard, Adam; Zabel, Jeffrey",Senior Thesis
2198-80431,Fa19-EC-109974-01-Advanced Statistics,"Storeygard, Adam",Advanced Statistics
2198-80432,Fa19-EC-109974-RA-Advanced Statistics,,Advanced Statistics
2198-80433,Fa19-EC-110044-01-Microeconomic Theory I,"Metcalf, Gilbert",Microeconomic Theory I
2198-80434,Fa19-EC-110191-01-Macroeconomic Theory I,"Finkelstein Shapiro, Alan",Macroeconomic Theory I
2198-80435,Fa19-EC-110191-RA-Macroeconomic Theory I,,Macroeconomic Theory I
2198-80436,Fa19-EC-139858-01-Applied Econometrics,"Zabel, Jeffrey",Applied Econometrics
2198-80437,Fa19-EC-110406-01-SEMINAR IN ECONOMIC THEORY,"Metcalf, Gilbert",SEMINAR IN ECONOMIC THEORY
2198-80438,Fa19-EC-142921-01-Research Seminar I,"Kinnan, Cynthia; Storeygard, Adam",Research Seminar I
2198-80439,Fa19-EC-110044-RA-Microeconomic Theory I,,Microeconomic Theory I
2198-80440,Fa19-EC-111722-TA-Grad Teaching Assistant,,Grad Teaching Assistant
2198-80441,Fa19-EC-111735-RA-Grad Research Assistant,,Grad Research Assistant
2198-80442,Fa19-EC-110448-01-Thesis,"Bianconi, Marcelo; Brown, Drusilla; Chakravorty, Ujjayant; Downes, Thomas; Emerick, Kyle; Esposito, Federico; Finkelstein Shapiro, Alan; Forbes, Silke; Gee, Laura; Ioannides, Yannis; Kinnan, Cynthia; Kutsoati, Edward; McInerney, Melissa; McMillan, Margaret; Metcalf, Gilbert; Pepall, Lynne; Richards, Daniel; Setren, Elizabeth; Spolaore, Enrico; Storeygard, Adam; Zabel, Jeffrey",Thesis
2198-80443,Fa19-EC-111697-FT-Masters Degree Cont.,,Masters Degree Cont.
2198-80444,Fa19-EC-110418-01-Special Topics,"Chakravorty, Ujjayant",Special Topics
2198-80445,Fa19-EC-116471-01-Independent Study,"Bianconi, Marcelo; Brown, Drusilla; Chakravorty, Ujjayant; Downes, Thomas; Emerick, Kyle; Esposito, Federico; Finkelstein Shapiro, Alan; Forbes, Silke; Gee, Laura; Hardman, Anna; Ioannides, Yannis; Kinnan, Cynthia; Kutsoati, Edward; Manos, Christopher; McInerney, Melissa; McMillan, Margaret; Metcalf, Gilbert; Pepall, Lynne; Richards, Daniel; Setren, Elizabeth; Spolaore, Enrico; Storeygard, Adam; Zabel, Jeffrey",Independent Study
2198-80446,Fa19-EC-141773-02-Applied Economics Indep. Study,,Applied Economics Indep. Study
2198-80447,Fa19-EC-141773-03-Applied Economics Indep. Study,,Applied Economics Indep. Study
2198-80448,Fa19-EC-141773-04-Applied Economics Indep. Study,"Richards, Daniel",Applied Economics Indep. Study
2198-80449,Fa19-EC-111653-PT-Masters Degree Cont.,,Masters Degree Cont.
2198-80451,Fa19-PS-134979-01-Pres & Executive Branch,"Berry, Jeffrey",Pres & Executive Branch
2198-80453,Fa19-PS-131372-01-Intro American Politics,"Schaffner, Brian",Intro American Politics
2198-80454,Fa19-PS-131372-RA-Intro American Politics,,Intro American Politics
2198-80457,Fa19-PS-131563-01-So Sem: Politics & City,"Berry, Jeffrey",So Sem: Politics & City
2198-80458,Fa19-PS-132108-01-Western Pol Thought I,"Sullivan, Vickie",Western Pol Thought I
2198-80459,Fa19-PS-132108-RA-Western Pol Thought I,,Western Pol Thought I
2198-80460,Fa19-PS-132108-RB-Western Pol Thought I,,Western Pol Thought I
2198-80461,Fa19-PS-132108-RC-Western Pol Thought I,,Western Pol Thought I
2198-80464,Fa19-PS-129984-01-Sem: Pol Cul Com Perp,"Cruz, Consuelo",Sem: Pol Cul Com Perp
2198-80465,Fa19-PS-130176-01-Sov Rus Post-Sov Politic,"Shevel, Oxana",Sov Rus Post-Sov Politic
2198-80466,Fa19-PS-130699-01-Latin Amer Politics,"Cruz, Consuelo",Latin Amer Politics
2198-80467,Fa19-PS-131040-01-Sem:african Pol Economy,"Robinson, Pearl",Sem:african Pol Economy
2198-80469,Fa19-PS-134023-01-Sem: Pol Phil Nietzsche,"Devigne, Robert",Sem: Pol Phil Nietzsche
2198-80474,Fa19-PS-140635-01-Intelligence and Nat. Security,"Taliaferro, Jeffrey",Intelligence and Nat. Security
2198-80475,Fa19-PS-130304-01-Topics In Intern'l Rel,"Swett, Katrina",Topics In Intern'l Rel
2198-80477,Fa19-PS-138268-01-Senior Honors Thesis,"Eichenberg, Richard",Senior Honors Thesis
2198-80479,Fa19-PS-135297-01-Pol Sci Research Methods,"Russell, Deborah",Pol Sci Research Methods
2198-80487,Fa19-PS-132860-01-Intro International Rel,"Mufti, Malik",Intro International Rel
2198-80488,Fa19-PS-132860-RA-Intro International Rel,,Intro International Rel
2198-80489,Fa19-PS-132860-RB-Intro International Rel,,Intro International Rel
2198-80490,Fa19-PS-132860-RC-Intro International Rel,,Intro International Rel
2198-80491,Fa19-PS-132860-RD-Intro International Rel,,Intro International Rel
2198-80492,Fa19-PS-132860-RE-Intro International Rel,,Intro International Rel
2198-80493,Fa19-PS-132860-RF-Intro International Rel,,Intro International Rel
2198-80494,Fa19-PS-132860-RG-Intro International Rel,,Intro International Rel
2198-80495,Fa19-PS-132860-RH-Intro International Rel,,Intro International Rel
2198-80501,Fa19-COMP-104507-01-Intro Computer Science,"Monroe, Megan; Townsend, Richard",Intro Computer Science
2198-80502,Fa19-COMP-104507-02-Intro Computer Science,"Monroe, Megan; Townsend, Richard",Intro Computer Science
2198-80503,Fa19-COMP-104507-03-Intro Computer Science,"Monroe, Megan; Townsend, Richard",Intro Computer Science
2198-80504,Fa19-COMP-104507-04-Intro Computer Science,"Monroe, Megan; Townsend, Richard",Intro Computer Science
2198-80505,Fa19-COMP-104621-01-Data Structures,"Korman, Matias; Sheldon, Mark",Data Structures
2198-80506,Fa19-COMP-104621-02-Data Structures,"Korman, Matias; Sheldon, Mark",Data Structures
2198-80507,Fa19-COMP-104659-01-Web Programming,"Sheldon, Mark",Web Programming
2198-80508,Fa19-COMP-104859-01-Mach Struc & Programming,"Monroe, Megan; Townsend, Richard",Mach Struc & Programming
2198-80509,Fa19-COMP-104859-LA-Mach Struc & Programming,"Monroe, Megan; Townsend, Richard",Mach Struc & Programming
2198-80510,Fa19-COMP-104859-LB-Mach Struc & Programming,"Monroe, Megan; Townsend, Richard",Mach Struc & Programming
2198-80512,Fa19-COMP-104981-03-Discrete Mathematics,"Edwards, Karen",Discrete Mathematics
2198-80513,Fa19-COMP-105244-01-Sr Capstone Project I,"Chow, Ming",Sr Capstone Project I
2198-80514,Fa19-COMP-105344-01-Programming Languages,"Foster, Jeffrey",Programming Languages
2198-80515,Fa19-COMP-105569-01-Computer System Security,"Chow, Ming",Computer System Security
2198-80516,Fa19-COMP-105772-01-Intro Machine Learning,,Intro Machine Learning
2198-80517,Fa19-COMP-105893-01-Algorithms,"Korman, Matias",Algorithms
2198-80518,Fa19-COMP-106079-01-Computation Theory,"Monroe, Megan",Computation Theory
2198-80519,Fa19-COMP-104621-LA-Data Structures,"Korman, Matias; Sheldon, Mark",Data Structures
2198-80520,Fa19-COMP-104621-LB-Data Structures,"Korman, Matias; Sheldon, Mark",Data Structures
2198-80521,Fa19-COMP-105344-RA-Programming Languages,"Foster, Jeffrey",Programming Languages
2198-80522,Fa19-COMP-105344-RB-Programming Languages,"Foster, Jeffrey",Programming Languages
2198-80523,Fa19-COMP-105344-RC-Programming Languages,"Foster, Jeffrey",Programming Languages
2198-80524,Fa19-COMP-105344-RE-Programming Languages,"Foster, Jeffrey",Programming Languages
2198-80525,Fa19-COMP-105344-02-Programming Languages,"Foster, Jeffrey",Programming Languages
2198-80526,Fa19-COMP-105142-01-Directed Study,"Chang, Remco; Chow, Ming; Couch, Alva; Cowen, Lenore; Dogar, Fahad; Fisher, Kathleen; Foster, Jeffrey; Guyer, Samuel; Hassoun, Soha; Hughes, Michael; Jacob, Robert; Liu, Liping; Mendelsohn, Noah; Ramsey, Norman; Scheutz, Matthias; Sheldon, Mark; Sinapov, Jivko; Slonim, Donna; Souvaine, Diane",Directed Study
2198-80527,Fa19-COMP-105303-01-Disc Grp/do Not Register,,Disc Grp/do Not Register
2198-80528,Fa19-COMP-105344-RW-Programming Languages,"Foster, Jeffrey",Programming Languages
2198-80529,Fa19-COMP-105344-RD-Programming Languages,"Foster, Jeffrey",Programming Languages
2198-80530,Fa19-COMP-105344-RF-Programming Languages,"Foster, Jeffrey",Programming Languages
2198-80531,Fa19-COMP-105344-RG-Programming Languages,"Foster, Jeffrey",Programming Languages
2198-80532,Fa19-COMP-105344-RH-Programming Languages,"Foster, Jeffrey",Programming Languages
2198-80533,Fa19-COMP-104507-LW-Intro Computer Science,"Monroe, Megan; Townsend, Richard",Intro Computer Science
2198-80534,Fa19-COMP-104507-LA-Intro Computer Science,"Monroe, Megan; Townsend, Richard",Intro Computer Science
2198-80535,Fa19-COMP-104507-LB-Intro Computer Science,"Monroe, Megan; Townsend, Richard",Intro Computer Science
2198-80536,Fa19-COMP-104507-LC-Intro Computer Science,"Monroe, Megan; Townsend, Richard",Intro Computer Science
2198-80537,Fa19-COMP-104507-LD-Intro Computer Science,"Monroe, Megan; Townsend, Richard",Intro Computer Science
2198-80538,Fa19-COMP-104507-LE-Intro Computer Science,"Monroe, Megan; Townsend, Richard",Intro Computer Science
2198-80539,Fa19-COMP-104507-LF-Intro Computer Science,"Monroe, Megan; Townsend, Richard",Intro Computer Science
2198-80540,Fa19-COMP-104507-LG-Intro Computer Science,"Monroe, Megan; Townsend, Richard",Intro Computer Science
2198-80541,Fa19-COMP-104507-LH-Intro Computer Science,"Monroe, Megan; Townsend, Richard",Intro Computer Science
2198-80542,Fa19-COMP-104507-LI-Intro Computer Science,"Monroe, Megan; Townsend, Richard",Intro Computer Science
2198-80543,Fa19-COMP-104507-LJ-Intro Computer Science,"Monroe, Megan; Townsend, Richard",Intro Computer Science
2198-80544,Fa19-COMP-104507-LK-Intro Computer Science,"Monroe, Megan; Townsend, Richard",Intro Computer Science
2198-80545,Fa19-COMP-104507-LL-Intro Computer Science,"Monroe, Megan; Townsend, Richard",Intro Computer Science
2198-80546,Fa19-COMP-104507-LM-Intro Computer Science,"Monroe, Megan; Townsend, Richard",Intro Computer Science
2198-80547,Fa19-COMP-104507-LN-Intro Computer Science,"Monroe, Megan; Townsend, Richard",Intro Computer Science
2198-80548,Fa19-COMP-104621-LC-Data Structures,"Korman, Matias; Sheldon, Mark",Data Structures
2198-80549,Fa19-COMP-104621-LE-Data Structures,"Korman, Matias; Sheldon, Mark",Data Structures
2198-80554,Fa19-COMP-104621-LW-Data Structures,"Korman, Matias; Sheldon, Mark",Data Structures
2198-80555,Fa19-COMP-106079-RA-Computation Theory,"Monroe, Megan",Computation Theory
2198-80556,Fa19-COMP-106079-RB-Computation Theory,"Monroe, Megan",Computation Theory
2198-80557,Fa19-COMP-106079-RD-Computation Theory,"Monroe, Megan",Computation Theory
2198-80558,Fa19-COMP-106079-RE-Computation Theory,"Monroe, Megan",Computation Theory
2198-80561,Fa19-COMP-105871-03-Special Topics,"Hughes, Michael",Special Topics
2198-80562,Fa19-COMP-105871-04-Special Topics,"Chang, Remco",Special Topics
2198-80563,Fa19-COMP-106268-01-Directed Study,"Chang, Remco; Chow, Ming; Couch, Alva; Cowen, Lenore; Danahy, Ethan; Dogar, Fahad; Fisher, Kathleen; Foster, Jeffrey; Guyer, Samuel; Hassoun, Soha; Hughes, Michael; Jacob, Robert; Liu, Liping; Mendelsohn, Noah; Ramsey, Norman; Scheutz, Matthias; Sheldon, Mark; Sinapov, Jivko; Slonim, Donna; Souvaine, Diane",Directed Study
2198-80564,Fa19-COMP-106309-01-Honors Thesis-Comp Sci A,"Aeron, Shuchin; Chang, Remco; Chow, Ming; Couch, Alva; Cowen, Lenore; De Ruiter, Johannes; Dogar, Fahad; Fisher, Kathleen; Foster, Jeffrey; Guyer, Samuel; Hassoun, Soha; Hughes, Michael; Jacob, Robert; Liu, Liping; Mendelsohn, Noah; Ramsey, Norman; Scheutz, Matthias; Sheldon, Mark; Sinapov, Jivko; Slonim, Donna; Souvaine, Diane",Honors Thesis-Comp Sci A
2198-80565,Fa19-COMP-108135-01-Master's Project,"Chang, Remco; Chow, Ming; Couch, Alva; Cowen, Lenore; De Ruiter, Johannes; Dogar, Fahad; Fisher, Kathleen; Foster, Jeffrey; Guyer, Samuel; Hassoun, Soha; Hughes, Michael; Jacob, Robert; Liu, Liping; Mendelsohn, Noah; Monroe, Megan; Ramsey, Norman; Scheutz, Matthias; Sheldon, Mark; Sinapov, Jivko; Slonim, Donna; Souvaine, Diane",Master's Project
2198-80566,Fa19-COMP-108269-01-Graduate Research,"Blumer, Anselm; Chang, Remco; Chow, Ming; Couch, Alva; Cowen, Lenore; De Ruiter, Johannes; Dogar, Fahad; Fisher, Kathleen; Guyer, Samuel; Hassoun, Soha; Jacob, Robert; Khardon, Roni; Liu, Liping; Mendelsohn, Noah; Ramsey, Norman; Scheutz, Matthias; Sheldon, Mark; Sinapov, Jivko; Slonim, Donna; Souvaine, Diane",Graduate Research
2198-80567,Fa19-COMP-108564-PT-Masters Degree Cont.,,Masters Degree Cont.
2198-80568,Fa19-COMP-108667-FT-Doctoral Degree Cont,,Doctoral Degree Cont
2198-80569,Fa19-COMP-108584-FT-Masters Degree Cont.,,Masters Degree Cont.
2198-80570,Fa19-COMP-108651-PT-Doctoral Degree Cont.,,Doctoral Degree Cont.
2198-80571,Fa19-COMP-108606-TA-Grad Teaching Assistant,,Grad Teaching Assistant
2198-80572,Fa19-COMP-108627-RA-Grad Research Assistant,,Grad Research Assistant
2198-80573,Fa19-COMP-105468-01-Operating Systems,"Couch, Alva",Operating Systems
2198-80574,Fa19-COMP-105871-07-Special Topics,"Cowen, Lenore",Special Topics
2198-80578,Fa19-COMP-106079-RF-Computation Theory,"Monroe, Megan",Computation Theory
2198-80579,Fa19-COMP-108232-01-Masters Thesis,"Aeron, Shuchin; Chang, Remco; Chow, Ming; Couch, Alva; Cowen, Lenore; De Ruiter, Johannes; Dogar, Fahad; Fisher, Kathleen; Foster, Jeffrey; Guyer, Samuel; Hassoun, Soha; Hughes, Michael; Jacob, Robert; Liu, Liping; Mendelsohn, Noah; Ramsey, Norman; Scheutz, Matthias; Sheldon, Mark; Sinapov, Jivko; Slonim, Donna; Souvaine, Diane",Masters Thesis
2198-80580,Fa19-COMP-105893-02-Algorithms,"Korman, Matias",Algorithms
2198-80582,Fa19-COMP-105344-RI-Programming Languages,"Foster, Jeffrey",Programming Languages
2198-80584,Fa19-COMP-105344-RJ-Programming Languages,"Foster, Jeffrey",Programming Languages
2198-80586,Fa19-COMP-104621-LD-Data Structures,"Korman, Matias; Sheldon, Mark",Data Structures
2198-80591,Fa19-COMP-105893-RA-Algorithms,,Algorithms
2198-80593,Fa19-COMP-106079-02-Computation Theory,"Monroe, Megan",Computation Theory
2198-80594,Fa19-COMP-106079-RW-Computation Theory,"Monroe, Megan",Computation Theory
2198-80598,Fa19-COMP-105668-01-Artificial Intelligence,"Santini, Fabrizio",Artificial Intelligence
2198-80599,Fa19-COMP-141853-02-Special Topics for non-majors,"Monroe, Megan",Special Topics for non-majors
2198-80600,Fa19-COMP-105101-01-Oop Graphical User Inter,"Jacob, Robert",Oop Graphical User Inter
2198-80601,Fa19-COMP-105871-08-Special Topics,"Crane, Gregory",Special Topics
2198-80603,Fa19-COMP-105893-RB-Algorithms,"Korman, Matias",Algorithms
2198-80604,Fa19-COMP-105893-RC-Algorithms,"Korman, Matias",Algorithms
2198-80607,Fa19-COMP-104859-LC-Mach Struc & Programming,"Monroe, Megan; Townsend, Richard",Mach Struc & Programming
2198-80608,Fa19-COMP-141648-01-Internship Computer Science,"Chow, Ming",Internship Computer Science
2198-80612,Fa19-COMP-105871-10-Special Topics,"Cross, Jennifer",Special Topics
2198-80613,Fa19-ES-112656-01-Intro Elec Systems W/lab,,Intro Elec Systems W/lab
2198-80616,Fa19-ES-112656-R1-Intro Elec Systems W/lab,,Intro Elec Systems W/lab
2198-80619,Fa19-ES-112656-1LA-Intro Elec Systems W/lab,,Intro Elec Systems W/lab
2198-80620,Fa19-ES-112656-1LB-Intro Elec Systems W/lab,,Intro Elec Systems W/lab
2198-80621,Fa19-ES-112656-1LC-Intro Elec Systems W/lab,,Intro Elec Systems W/lab
2198-80628,Fa19-ES-114616-01-Numerical Methods,"Moaveni, Babak",Numerical Methods
2198-80629,Fa19-ES-114655-01-Probability & Stats,"Suh, Helen",Probability & Stats
2198-80631,Fa19-ES-114655-RB-Probability & Stats,"Suh, Helen",Probability & Stats
2198-80632,Fa19-ES-113042-01-Intro Mech Stat & Dyn,"Kuchma, Daniel",Intro Mech Stat & Dyn
2198-80633,Fa19-ES-113042-RA-Intro Mech Stat & Dyn,"Kuchma, Daniel",Intro Mech Stat & Dyn
2198-80634,Fa19-ES-113042-02-Intro Mech Stat & Dyn,"Chudyk, Wayne",Intro Mech Stat & Dyn
2198-80635,Fa19-ES-113042-RB-Intro Mech Stat & Dyn,"Chudyk, Wayne",Intro Mech Stat & Dyn
2198-80637,Fa19-ES-139046-01-Computer Aided Design w/ Lab,"Marshall, Ryan",Computer Aided Design w/ Lab
2198-80638,Fa19-ES-139046-LA-Computer Aided Design w/ Lab,"Marshall, Ryan",Computer Aided Design w/ Lab
2198-80639,Fa19-ES-139046-LB-Computer Aided Design w/ Lab,"Marshall, Ryan",Computer Aided Design w/ Lab
2198-80640,Fa19-ES-113998-01-Environment & Technology,"Desmarais, Anne Marie",Environment & Technology
2198-80644,Fa19-ES-113270-01-Fluid Mechanics,"Viesca, Robert",Fluid Mechanics
2198-80647,Fa19-ES-141384-01-Music Recdg/Electronics,"Lehrman, Paul",Music Recdg/Electronics
2198-80648,Fa19-ES-113663-01-Fund Biological Sys Eng,"Oudin, Madeleine",Fund Biological Sys Eng
2198-80649,Fa19-ES-143301-01-Prof Prep for Co-op Education,"Kahan, Robin; Xu, Qiaobing",Prof Prep for Co-op Education
2198-80654,Fa19-ENG-109668-01-Non-Fiction Writing,"Miller, Neil",Non-Fiction Writing
2198-80655,Fa19-ENG-109952-01-Intermediate Journalism,"Levinson, Nan",Intermediate Journalism
2198-80656,Fa19-ENG-110054-01-Forms Of Poetry,"Shapero, Natalie",Forms Of Poetry
2198-80658,Fa19-ENG-110417-01-British Lit Beowulf to 18th C.,"Haber, Judith",British Lit Beowulf to 18th C.
2198-80659,Fa19-ENG-110524-01-Dissent & Democ Am Lit to 1900,"Ammons, Elizabeth",Dissent & Democ Am Lit to 1900
2198-80660,Fa19-ENG-110774-01-Graduate Seminar,"Keiser, Jess",Graduate Seminar
2198-80662,Fa19-ENG-116594-01-Expository Writing,"Valdes Greenwood, David",Expository Writing
2198-80663,Fa19-ENG-116594-06-Expository Writing,,Expository Writing
2198-80664,Fa19-ENG-116594-07-Expository Writing,,Expository Writing
2198-80665,Fa19-ENG-116594-05-Expository Writing,"McCabe, Kara",Expository Writing
2198-80666,Fa19-ENG-116594-03-Expository Writing,"Waalkes, Rebekah",Expository Writing
2198-80667,Fa19-ENG-116594-02-Expository Writing,"Silva, Emmaley",Expository Writing
2198-80668,Fa19-ENG-117287-03-Freshman Writing Seminar,"Levine, Stephanie",Freshman Writing Seminar
2198-80669,Fa19-ENG-117287-01-Freshman Writing Seminar,"Leavell, Elizabeth",Freshman Writing Seminar
2198-80670,Fa19-ENG-117287-04-Freshman Writing Seminar,"Levine, Stephanie",Freshman Writing Seminar
2198-80671,"Fa19-ENG-117332-03-Reading,Writing,Research","Rizzuto, Lauren","Reading,Writing,Research"
2198-80672,"Fa19-ENG-117332-02-Reading,Writing,Research","Stevens, Lynn","Reading,Writing,Research"
2198-80673,Fa19-ENG-118162-07-Creative Writing: Fiction,"Johnston, Sibyl",Creative Writing: Fiction
2198-80674,Fa19-ENG-118162-02-Creative Writing: Fiction,,Creative Writing: Fiction
2198-80675,Fa19-ENG-118162-01-Creative Writing: Fiction,,Creative Writing: Fiction
